paper_id,title,authors,year,abstract,url,pdf_url,scholar_url,venue,keywords,citations,title_hash,doi,arxiv_id,s2_fields,source,created_at,updated_at
6c405d4b5dc41a86be05acd59c06ed19daf01d14,Theoretically Principled Trade-off between Robustness and Accuracy,"Hongyang Zhang, Yaodong Yu, Jiantao Jiao, E. Xing, L. Ghaoui, Michael I. Jordan",2019,"We identify a trade-off between robustness and accuracy that serves as a guiding principle in the design of defenses against adversarial examples. Although this problem has been widely studied empirically, much remains unknown concerning the theory underlying this trade-off. In this work, we decompose the prediction error for adversarial examples (robust error) as the sum of the natural (classification) error and boundary error, and provide a differentiable upper bound using the theory of classification-calibrated loss, which is shown to be the tightest possible upper bound uniform over all probability distributions and measurable predictors. Inspired by our theoretical analysis, we also design a new defense method, TRADES, to trade adversarial robustness off against accuracy. Our proposed algorithm performs well experimentally in real-world datasets. The methodology is the foundation of our entry to the NeurIPS 2018 Adversarial Vision Challenge in which we won the 1st place out of ~2,000 submissions, surpassing the runner-up approach by $11.41\%$ in terms of mean $\ell_2$ perturbation distance.",https://www.semanticscholar.org/paper/6c405d4b5dc41a86be05acd59c06ed19daf01d14,https://arxiv.org/pdf/1901.08573.pdf,https://www.semanticscholar.org/paper/6c405d4b5dc41a86be05acd59c06ed19daf01d14,International Conference on Machine Learning,"Computer Science, Mathematics, Computer Science, Mathematics",2703,b269ee347039eeba056ffaf667136bbc,,1901.08573,"[{'source': 'external', 'category': 'Computer Science'}, {'source': 'external', 'category': 'Mathematics'}, {'source': 's2-fos-model', 'category': 'Computer Science'}, {'source': 's2-fos-model', 'category': 'Mathematics'}]",semantic_scholar,2025-10-22 22:26:29.994902+00:00,2025-10-22 22:26:29.994902+00:00
61ef62e84694a72dc10777d71345244c8e89fbae,Combined experimental and DFT-TDDFT computational study of photoelectrochemical cell ruthenium sensitizers.,"M. Nazeeruddin, F. De Angelis, S. Fantacci, A. Selloni, G. Viscardi, P. Liska, S. Ito, B. Takeru, M. Grätzel",2005,,https://www.semanticscholar.org/paper/61ef62e84694a72dc10777d71345244c8e89fbae,,https://www.semanticscholar.org/paper/61ef62e84694a72dc10777d71345244c8e89fbae,Journal of the American Chemical Society,"Chemistry, Medicine, Chemistry, Materials Science",2564,7eb43f3f6ec0d4e12c36d4e6da323267,10.1021/JA052467L,,"[{'source': 'external', 'category': 'Chemistry'}, {'source': 'external', 'category': 'Medicine'}, {'source': 's2-fos-model', 'category': 'Chemistry'}, {'source': 's2-fos-model', 'category': 'Materials Science'}]",semantic_scholar,2025-10-22 22:37:00.263161+00:00,2025-10-22 22:37:00.263161+00:00
69e74abc6c2b2953c6da9bfcd33c9426434e8c80,Distributed Consensus in Multi-vehicle Cooperative Control - Theory and Applications,"W. Ren, R. Beard",2007,,https://www.semanticscholar.org/paper/69e74abc6c2b2953c6da9bfcd33c9426434e8c80,,https://www.semanticscholar.org/paper/69e74abc6c2b2953c6da9bfcd33c9426434e8c80,Communications and Control Engineering,"Computer Science, Engineering, Computer Science",2491,7149447f0e73e6de5a567db556228f87,10.1007/978-1-84800-015-5,,"[{'source': 'external', 'category': 'Computer Science'}, {'source': 's2-fos-model', 'category': 'Engineering'}, {'source': 's2-fos-model', 'category': 'Computer Science'}]",semantic_scholar,2025-10-22 22:37:00.263161+00:00,2025-10-22 22:37:00.263161+00:00
88a681bb7950b210220e075268242becba81d09a,Innovation and entrepreneurship.,E. Rossomando,2005,,https://www.semanticscholar.org/paper/88a681bb7950b210220e075268242becba81d09a,https://pubs.acs.org/doi/pdf/10.1021/cen-09209-comment,https://www.semanticscholar.org/paper/88a681bb7950b210220e075268242becba81d09a,Compendium of continuing education in dentistry,"Business, Sociology, Medicine, Business",2410,7fa4e4fec3f2dd183893b13ae608ea25,10.1007/978-3-319-13683-7,,"[{'source': 'external', 'category': 'Business'}, {'source': 'external', 'category': 'Sociology'}, {'source': 'external', 'category': 'Medicine'}, {'source': 's2-fos-model', 'category': 'Business'}]",semantic_scholar,2025-10-22 22:57:19.170426+00:00,2025-10-22 22:57:19.170426+00:00
31fb4ea7a135c545c8d79e78b72a02a4ebf32e61,Quantifying SARS-CoV-2 transmission suggests epidemic control with digital contact tracing,"L. Ferretti, C. Wymant, M. Kendall, Lele Zhao, A. Nurtay, Lucie Abeler-Dörner, Michael J Parker, D. Bonsall, C. Fraser",2020,"Instantaneous contact tracing New analyses indicate that severe acute respiratory syndrome–coronavirus 2 (SARS-CoV-2) is more infectious and less virulent than the earlier SARS-CoV-1, which emerged in China in 2002. Unfortunately, the current virus has greater epidemic potential because it is difficult to trace mild or presymptomatic infections. As no treatment is currently available, the only tools that we can currently deploy to stop the epidemic are contact tracing, social distancing, and quarantine, all of which are slow to implement. However imperfect the data, the current global emergency requires more timely interventions. Ferretti et al. explored the feasibility of protecting the population (that is, achieving transmission below the basic reproduction number) using isolation coupled with classical contact tracing by questionnaires versus algorithmic instantaneous contact tracing assisted by a mobile phone application. For prevention, the crucial information is understanding the relative contributions of different routes of transmission. A phone app could show how finite resources must be divided between different intervention strategies for the most effective control. Science, this issue p. eabb6936 Instantaneous contact tracing and notifications by mobile phone app could potentially stop the COVID-19 epidemic. INTRODUCTION Coronavirus disease 2019 (COVID-19), caused by severe acute respiratory syndrome–coronavirus 2 (SARS-CoV-2), has clear potential for a long-lasting global pandemic, high fatality rates, and incapacitated health systems. Until vaccines are widely available, the only available infection prevention approaches are case isolation, contact tracing and quarantine, physical distancing, decontamination, and hygiene measures. To implement the right measures at the right time, it is of crucial importance to understand the routes and timings of transmission. RATIONALE We used key parameters of epidemic spread to estimate the contribution of different transmission routes with a renewal equation formulation, and analytically determined the speed and scale for effective identification and contact tracing required to stop the epidemic. RESULTS We developed a mathematical model for infectiousness to estimate the basic reproductive number R0 and to quantify the contribution of different transmission routes. To parameterize the model, we analyzed 40 well-characterized source-recipient pairs and estimated the distribution of generation times (time from infection to onward transmission). The distribution had a median of 5.0 days and standard deviation of 1.9 days. We used published parameters for the incubation time distribution (median 5.2 days) and the epidemic doubling time (5.0 days) from the early epidemic data in China. The model estimated R0 = 2.0 in the early stages of the epidemic in China. The contributions to R0 included 46% from presymptomatic individuals (before showing symptoms), 38% from symptomatic individuals, 10% from asymptomatic individuals (who never show symptoms), and 6% from environmentally mediated transmission via contamination. Results on the last two routes are speculative. According to these estimates, presymptomatic transmissions alone are almost sufficient to sustain epidemic growth. To estimate the requirements for successful contact tracing, we determined the combination of two key parameters needed to reduce R0 to less than 1: the proportion of cases who need to be isolated, and the proportion of their contacts who need to be quarantined. For a 3-day delay in notification assumed for manual contact tracing, no parameter combination leads to epidemic control. Immediate notification through a contact-tracing mobile phone app could, however, be sufficient to stop the epidemic if used by a sufficiently high proportion of the population. We propose an app, based on existing technology, that allows instant contact tracing. Proximity events between two phones running the app are recorded. Upon an individual’s COVID-19 diagnosis, contacts are instantly, automatically, and anonymously notified of their risk and asked to self-isolate. Practical and logistical factors (e.g., uptake, coverage, R0 in a given population) will determine whether an app is sufficient to control viral spread on its own, or whether additional measures to reduce R0 (e.g., physical distancing) are required. The performance of the app in scenarios with higher values of R0 can be explored at https://bdi-pathogens.shinyapps.io/covid-19-transmission-routes/. CONCLUSION Given the infectiousness of SARS-CoV-2 and the high proportion of transmissions from presymptomatic individuals, controlling the epidemic by manual contact tracing is infeasible. The use of a contact-tracing app that builds a memory of proximity contacts and immediately notifies contacts of positive cases would be sufficient to stop the epidemic if used by enough people, in particular when combined with other measures such as physical distancing. An intervention of this kind raises ethical questions regarding access, transparency, the protection and use of personal data, and the sharing of knowledge with other countries. Careful oversight by an inclusive advisory body is required. Instant contact tracing can reduce the proportion of cases that need to be isolated and contacts who need to be quarantined to achieve control of an epidemic. Subject A becomes symptomatic after having had contact with other people in different settings the day before. Contacts are notified and quarantined where needed. In the inset, the green area indicates the success rates needed to control an epidemic with R0 = 2 (i.e., negative growth rates after isolating cases and quarantining their contacts). The newly emergent human virus SARS-CoV-2 (severe acute respiratory syndrome–coronavirus 2) is resulting in high fatality rates and incapacitated health systems. Preventing further transmission is a priority. We analyzed key parameters of epidemic spread to estimate the contribution of different transmission routes and determine requirements for case isolation and contact tracing needed to stop the epidemic. Although SARS-CoV-2 is spreading too fast to be contained by manual contact tracing, it could be controlled if this process were faster, more efficient, and happened at scale. A contact-tracing app that builds a memory of proximity contacts and immediately notifies contacts of positive cases can achieve epidemic control if used by enough people. By targeting recommendations to only those at risk, epidemics could be contained without resorting to mass quarantines (“lockdowns”) that are harmful to society. We discuss the ethical requirements for an intervention of this kind.",https://www.semanticscholar.org/paper/31fb4ea7a135c545c8d79e78b72a02a4ebf32e61,https://www.science.org/cms/asset/b6b9e1f8-d230-4fb2-9021-f0ab83d9ad74/pap.pdf,https://www.semanticscholar.org/paper/31fb4ea7a135c545c8d79e78b72a02a4ebf32e61,Science,"Computer Science, Medicine, Medicine, Environmental Science, Computer Science",2408,80a56dc2fbfe0e341d6a32a58e9660eb,10.1126/science.abb6936,,"[{'source': 'external', 'category': 'Computer Science'}, {'source': 'external', 'category': 'Medicine'}, {'source': 's2-fos-model', 'category': 'Medicine'}, {'source': 's2-fos-model', 'category': 'Environmental Science'}, {'source': 's2-fos-model', 'category': 'Computer Science'}]",semantic_scholar,2025-10-22 22:54:02.232968+00:00,2025-10-22 22:54:02.232968+00:00
a6f835ca6e12245a835ab6074bc6ec2c3c60b85a,One Pixel Attack for Fooling Deep Neural Networks,"Jiawei Su, Danilo Vasconcellos Vargas, K. Sakurai",2017,"Recent research has revealed that the output of deep neural networks (DNNs) can be easily altered by adding relatively small perturbations to the input vector. In this paper, we analyze an attack in an extremely limited scenario where only one pixel can be modified. For that we propose a novel method for generating one-pixel adversarial perturbations based on differential evolution (DE). It requires less adversarial information (a black-box attack) and can fool more types of networks due to the inherent features of DE. The results show that 67.97% of the natural images in Kaggle CIFAR-10 test dataset and 16.04% of the ImageNet (ILSVRC 2012) test images can be perturbed to at least one target class by modifying just one pixel with 74.03% and 22.91% confidence on average. We also show the same vulnerability on the original CIFAR-10 dataset. Thus, the proposed attack explores a different take on adversarial machine learning in an extreme limited scenario, showing that current DNNs are also vulnerable to such low dimension attacks. Besides, we also illustrate an important application of DE (or broadly speaking, evolutionary computation) in the domain of adversarial machine learning: creating tools that can effectively generate low-cost adversarial attacks against neural networks for evaluating robustness.",https://www.semanticscholar.org/paper/a6f835ca6e12245a835ab6074bc6ec2c3c60b85a,https://arxiv.org/pdf/1710.08864,https://www.semanticscholar.org/paper/a6f835ca6e12245a835ab6074bc6ec2c3c60b85a,IEEE Transactions on Evolutionary Computation,"Computer Science, Mathematics, Computer Science",2395,fd1db266b64a9f31ec6150fbeadd7896,10.1109/TEVC.2019.2890858,1710.08864,"[{'source': 'external', 'category': 'Computer Science'}, {'source': 'external', 'category': 'Mathematics'}, {'source': 's2-fos-model', 'category': 'Computer Science'}]",semantic_scholar,2025-10-22 22:26:29.994902+00:00,2025-10-22 22:26:29.994902+00:00
92e121c6e114fe3cfb89370df03847c66a9b4e28,An Adversarial Winograd Schema Challenge at Scale,"Keisuke Sakaguchi, Ronan Le Bras, Chandra Bhagavatula, Yejin Choi",2019,,https://www.semanticscholar.org/paper/92e121c6e114fe3cfb89370df03847c66a9b4e28,,https://www.semanticscholar.org/paper/92e121c6e114fe3cfb89370df03847c66a9b4e28,,Computer Science,2331,ef52527ab7865ab9ea1c8aa71bdf23a3,,,"[{'source': 's2-fos-model', 'category': 'Computer Science'}]",semantic_scholar,2025-10-22 22:26:29.994902+00:00,2025-10-22 22:26:29.994902+00:00
76c124786ccf4263e6403a15a8e350ac28be4e65,Graph Contrastive Learning with Augmentations,"Yuning You, Tianlong Chen, Yongduo Sui, Ting Chen, Zhangyang Wang, Yang Shen",2020,"Generalizable, transferrable, and robust representation learning on graph-structured data remains a challenge for current graph neural networks (GNNs). Unlike what has been developed for convolutional neural networks (CNNs) for image data, self-supervised learning and pre-training are less explored for GNNs. In this paper, we propose a graph contrastive learning (GraphCL) framework for learning unsupervised representations of graph data. We first design four types of graph augmentations to incorporate various priors. We then systematically study the impact of various combinations of graph augmentations on multiple datasets, in four different settings: semi-supervised, unsupervised, and transfer learning as well as adversarial attacks. The results show that, even without tuning augmentation extents nor using sophisticated GNN architectures, our GraphCL framework can produce graph representations of similar or better generalizability, transferrability, and robustness compared to state-of-the-art methods. We also investigate the impact of parameterized graph augmentation extents and patterns, and observe further performance gains in preliminary experiments. Our codes are available at https://github.com/Shen-Lab/GraphCL.",https://www.semanticscholar.org/paper/76c124786ccf4263e6403a15a8e350ac28be4e65,https://arxiv.org/pdf/2010.13902.pdf,https://www.semanticscholar.org/paper/76c124786ccf4263e6403a15a8e350ac28be4e65,Neural Information Processing Systems,"Computer Science, Computer Science",2238,bce559fbd17c8bd24ffcd294514b6665,,2010.13902,"[{'source': 'external', 'category': 'Computer Science'}, {'source': 's2-fos-model', 'category': 'Computer Science'}]",semantic_scholar,2025-10-22 22:26:29.994902+00:00,2025-10-22 22:26:29.994902+00:00
6e737a0e5ef29303760a565ba5e9d98510ab0976,The real-time city? Big data and smart urbanism,Rob Kitchin,2013,,https://www.semanticscholar.org/paper/6e737a0e5ef29303760a565ba5e9d98510ab0976,http://eprints.maynoothuniversity.ie/5625/1/RK-Real-time-City.pdf,https://www.semanticscholar.org/paper/6e737a0e5ef29303760a565ba5e9d98510ab0976,GeoJournal,"Sociology, Computer Science, Political Science, Sociology",2237,68834b8d59ff2d0c99ad6f26d3addda6,10.1007/s10708-013-9516-8,,"[{'source': 'external', 'category': 'Sociology'}, {'source': 's2-fos-model', 'category': 'Computer Science'}, {'source': 's2-fos-model', 'category': 'Political Science'}, {'source': 's2-fos-model', 'category': 'Sociology'}]",semantic_scholar,2025-10-22 22:40:44.031222+00:00,2025-10-22 22:40:44.031222+00:00
ea08f63bf14c9a1634da65aa3d57b412c772a0a2,Towards a Theory of Ecosystems,"M. Jacobides, Carmelo Cennamo, A. Gawer",2018,"Research Summary: The recent surge of interest in “ecosystems” in strategy research and practice has mainly focused on what ecosystems are and how they operate. We complement this literature by considering when and why ecosystems emerge, and what makes them distinct from other governance forms. We argue that modularity enables ecosystem emergence as it allows a set of distinct yet interdependent organizations to coordinate without full hierarchical fiat. We show how ecosystems address multilateral dependences based on various types of complementarities—supermodular or unique, unidirectional or bidirectional—which determine the ecosystem's value‐add. We argue that at the core of ecosystems lie nongeneric complementarities, and the creation of sets of roles that face similar rules. We conclude with implications for mainstream strategy and suggestions for future research. Managerial Summary: We consider what makes ecosystems different from other business constellations, including markets, alliances, or hierarchically managed supply chains. Ecosystems, we posit, are interacting organizations, enabled by modularity, not hierarchically managed, bound together by the nonredeployability of their collective investment elsewhere. Ecosystems add value as they allow managers to coordinate their multilateral dependence through sets of roles that face similar rules, thus obviating the need to enter into customized contractual agreements with each partner. We explain how different types of complementarities (unique or supermodular, generic or specific, uni‐ or bi‐directional) shape ecosystems and offer a “theory of ecosystems” that can explain what they are, when they emerge, and why alignment occurs. Finally, we outline the critical factors affecting ecosystem emergence, evolution, and success—or failure.",https://www.semanticscholar.org/paper/ea08f63bf14c9a1634da65aa3d57b412c772a0a2,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smj.2904,https://www.semanticscholar.org/paper/ea08f63bf14c9a1634da65aa3d57b412c772a0a2,Strategic Management Journal,"Medicine, Environmental Science",2230,4ef2892ba6341505b6668aace8929c74,10.2139/ssrn.3218233,,"[{'source': 'external', 'category': 'Medicine'}, {'source': 's2-fos-model', 'category': 'Environmental Science'}]",semantic_scholar,2025-10-22 22:37:00.263161+00:00,2025-10-22 22:37:00.263161+00:00
d03ca175e2b2745126e792fdc31dfadae4c63afa,A Simple Unified Framework for Detecting Out-of-Distribution Samples and Adversarial Attacks,"Kimin Lee, Kibok Lee, Honglak Lee, Jinwoo Shin",2018,"Detecting test samples drawn sufficiently far away from the training distribution statistically or adversarially is a fundamental requirement for deploying a good classifier in many real-world machine learning applications. However, deep neural networks with the softmax classifier are known to produce highly overconfident posterior distributions even for such abnormal samples. In this paper, we propose a simple yet effective method for detecting any abnormal samples, which is applicable to any pre-trained softmax neural classifier. We obtain the class conditional Gaussian distributions with respect to (low- and upper-level) features of the deep models under Gaussian discriminant analysis, which result in a confidence score based on the Mahalanobis distance. While most prior methods have been evaluated for detecting either out-of-distribution or adversarial samples, but not both, the proposed method achieves the state-of-the-art performances for both cases in our experiments. Moreover, we found that our proposed method is more robust in harsh cases, e.g., when the training dataset has noisy labels or small number of samples. Finally, we show that the proposed method enjoys broader usage by applying it to class-incremental learning: whenever out-of-distribution samples are detected, our classification rule can incorporate new classes well without further training deep models.",https://www.semanticscholar.org/paper/d03ca175e2b2745126e792fdc31dfadae4c63afa,https://arxiv.org/pdf/1807.03888.pdf,https://www.semanticscholar.org/paper/d03ca175e2b2745126e792fdc31dfadae4c63afa,Neural Information Processing Systems,"Computer Science, Mathematics, Computer Science",2226,e204a6f3187ce0b76e1179c22d0e97e9,,1807.03888,"[{'source': 'external', 'category': 'Computer Science'}, {'source': 'external', 'category': 'Mathematics'}, {'source': 's2-fos-model', 'category': 'Computer Science'}]",semantic_scholar,2025-10-22 22:26:29.994902+00:00,2025-10-22 22:26:29.994902+00:00
f7f73185e3975bb62a3c42b2ba6bd4db57fee8ed,Certified Adversarial Robustness via Randomized Smoothing,"Jeremy M. Cohen, Elan Rosenfeld, J. Z. Kolter",2019,"We show how to turn any classifier that classifies well under Gaussian noise into a new classifier that is certifiably robust to adversarial perturbations under the $\ell_2$ norm. This ""randomized smoothing"" technique has been proposed recently in the literature, but existing guarantees are loose. We prove a tight robustness guarantee in $\ell_2$ norm for smoothing with Gaussian noise. We use randomized smoothing to obtain an ImageNet classifier with e.g. a certified top-1 accuracy of 49% under adversarial perturbations with $\ell_2$ norm less than 0.5 (=127/255). No certified defense has been shown feasible on ImageNet except for smoothing. On smaller-scale datasets where competing approaches to certified $\ell_2$ robustness are viable, smoothing delivers higher certified accuracies. Our strong empirical results suggest that randomized smoothing is a promising direction for future research into adversarially robust classification. Code and models are available at this http URL.",https://www.semanticscholar.org/paper/f7f73185e3975bb62a3c42b2ba6bd4db57fee8ed,https://arxiv.org/pdf/1902.02918.pdf,https://www.semanticscholar.org/paper/f7f73185e3975bb62a3c42b2ba6bd4db57fee8ed,International Conference on Machine Learning,"Computer Science, Mathematics, Computer Science, Mathematics",2162,00e2d4815301c96d4750066b672fe81b,,1902.02918,"[{'source': 'external', 'category': 'Computer Science'}, {'source': 'external', 'category': 'Mathematics'}, {'source': 's2-fos-model', 'category': 'Computer Science'}, {'source': 's2-fos-model', 'category': 'Mathematics'}]",semantic_scholar,2025-10-22 22:26:29.994902+00:00,2025-10-22 22:26:29.994902+00:00
20484b0507f1389356e578fc08225574c4405bc0,The governance of sustainable socio-technical transitions,"Adrian Smith, A. Stirling, F. Berkhout",2005,,https://www.semanticscholar.org/paper/20484b0507f1389356e578fc08225574c4405bc0,,https://www.semanticscholar.org/paper/20484b0507f1389356e578fc08225574c4405bc0,,"Economics, Political Science, Environmental Science, Sociology",2105,c3fa3d60c833b9fa99f84db78625a8b4,10.1016/J.RESPOL.2005.07.005,,"[{'source': 'external', 'category': 'Economics'}, {'source': 's2-fos-model', 'category': 'Political Science'}, {'source': 's2-fos-model', 'category': 'Environmental Science'}, {'source': 's2-fos-model', 'category': 'Sociology'}]",semantic_scholar,2025-10-22 22:57:19.170426+00:00,2025-10-22 22:57:19.170426+00:00
